,region,vaccine,year,coverage
2553,North America,PCV3,2010,90
2554,North America,POL3,2010,93
2555,North America,RCV1,2010,92
2556,North America,ROTAC,2010,54
2557,North America,DTP1,2011,98
2558,North America,DTP3,2011,95
2559,North America,HEPB3,2011,89
2560,North America,HEPBB,2011,63
2561,North America,HIB3,2011,94
2562,North America,MCV1,2011,92
2563,North America,MCV2,2011,82
2564,North America,PCV3,2011,92
2565,North America,POL3,2011,93
2566,North America,RCV1,2011,92
2567,North America,ROTAC,2011,61
2568,North America,DTP1,2012,97
2569,North America,DTP3,2012,94
2570,North America,HEPB3,2012,88
2571,North America,HEPBB,2012,66
2572,North America,HIB3,2012,93
2573,North America,MCV1,2012,91
2574,North America,MCV2,2012,90
2575,North America,PCV3,2012,90
2576,North America,POL3,2012,93
2577,North America,RCV1,2012,91
2578,North America,ROTAC,2012,63
2579,North America,DTP1,2013,98
2580,North America,DTP3,2013,94
2581,North America,HEPB3,2013,88
2582,North America,HEPBB,2013,67
2583,North America,HIB3,2013,93
2584,North America,MCV1,2013,92
2585,North America,MCV2,2013,91
2586,North America,PCV3,2013,91
2587,North America,POL3,2013,93
2588,North America,RCV1,2013,92
2589,North America,ROTAC,2013,67
2590,North America,DTP1,2014,98
2591,North America,DTP3,2014,95
2592,North America,HEPB3,2014,89
2593,North America,HEPBB,2014,66
2594,North America,HIB3,2014,93
2595,North America,MCV1,2014,92
2596,North America,MCV2,2014,91
2597,North America,PCV3,2014,92
2598,North America,POL3,2014,93
2599,North America,RCV1,2014,92
2600,North America,ROTAC,2014,66
2601,North America,DTP1,2015,98
2602,North America,DTP3,2015,95
2603,North America,HEPB3,2015,90
2604,North America,HEPBB,2015,66
2605,North America,HIB3,2015,93
2606,North America,MCV1,2015,92
2607,North America,MCV2,2015,92
2608,North America,PCV3,2015,92
