,region,vaccine,year,coverage
764,East Asia & Pacific,DTP3,2019,93
765,East Asia & Pacific,HEPB3,2019,93
766,East Asia & Pacific,HEPBB,2019,82
767,East Asia & Pacific,HIB3,2019,36
768,East Asia & Pacific,IPV1,2019,88
769,East Asia & Pacific,MCV1,2019,93
770,East Asia & Pacific,MCV2,2019,87
771,East Asia & Pacific,PCV3,2019,14
772,East Asia & Pacific,POL3,2019,93
773,East Asia & Pacific,RCV1,2019,92
774,East Asia & Pacific,ROTAC,2019,1
775,Eastern & Southern Africa,BCG,1980,9
776,Eastern & Southern Africa,DTP1,1980,13
777,Eastern & Southern Africa,DTP3,1980,8
778,Eastern & Southern Africa,MCV1,1980,8
779,Eastern & Southern Africa,POL3,1980,8
780,Eastern & Southern Africa,RCV1,1980,0
781,Eastern & Southern Africa,BCG,1981,25
782,Eastern & Southern Africa,DTP1,1981,29
783,Eastern & Southern Africa,DTP3,1981,16
784,Eastern & Southern Africa,MCV1,1981,16
785,Eastern & Southern Africa,POL3,1981,13
786,Eastern & Southern Africa,RCV1,1981,0
787,Eastern & Southern Africa,BCG,1982,25
788,Eastern & Southern Africa,DTP1,1982,31
789,Eastern & Southern Africa,DTP3,1982,16
790,Eastern & Southern Africa,MCV1,1982,18
791,Eastern & Southern Africa,POL3,1982,15
792,Eastern & Southern Africa,RCV1,1982,0
793,Eastern & Southern Africa,BCG,1983,37
794,Eastern & Southern Africa,DTP1,1983,47
795,Eastern & Southern Africa,DTP3,1983,29
796,Eastern & Southern Africa,MCV1,1983,31
797,Eastern & Southern Africa,POL3,1983,27
798,Eastern & Southern Africa,RCV1,1983,0
799,Eastern & Southern Africa,BCG,1984,43
800,Eastern & Southern Africa,DTP1,1984,55
801,Eastern & Southern Africa,DTP3,1984,35
802,Eastern & Southern Africa,MCV1,1984,35
803,Eastern & Southern Africa,POL3,1984,32
804,Eastern & Southern Africa,RCV1,1984,0
805,Eastern & Southern Africa,BCG,1985,49
806,Eastern & Southern Africa,DTP1,1985,58
807,Eastern & Southern Africa,DTP3,1985,38
808,Eastern & Southern Africa,HEPB3,1985,0
809,Eastern & Southern Africa,MCV1,1985,39
810,Eastern & Southern Africa,POL3,1985,38
811,Eastern & Southern Africa,RCV1,1985,0
812,Eastern & Southern Africa,BCG,1986,52
813,Eastern & Southern Africa,DTP1,1986,62
814,Eastern & Southern Africa,DTP3,1986,42
815,Eastern & Southern Africa,HEPB3,1986,0
816,Eastern & Southern Africa,MCV1,1986,45
817,Eastern & Southern Africa,POL3,1986,42
818,Eastern & Southern Africa,RCV1,1986,0
819,Eastern & Southern Africa,BCG,1987,61
820,Eastern & Southern Africa,DTP1,1987,68
821,Eastern & Southern Africa,DTP3,1987,49
822,Eastern & Southern Africa,HEPB3,1987,0
823,Eastern & Southern Africa,MCV1,1987,49
824,Eastern & Southern Africa,POL3,1987,50
825,Eastern & Southern Africa,RCV1,1987,0
826,Eastern & Southern Africa,BCG,1988,61
827,Eastern & Southern Africa,DTP1,1988,70
828,Eastern & Southern Africa,DTP3,1988,52
829,Eastern & Southern Africa,HEPB3,1988,0
830,Eastern & Southern Africa,MCV1,1988,53
831,Eastern & Southern Africa,POL3,1988,51
832,Eastern & Southern Africa,RCV1,1988,0
833,Eastern & Southern Africa,BCG,1989,71
834,Eastern & Southern Africa,DTP1,1989,75
835,Eastern & Southern Africa,DTP3,1989,57
836,Eastern & Southern Africa,HEPB3,1989,0
837,Eastern & Southern Africa,MCV1,1989,59
838,Eastern & Southern Africa,POL3,1989,56
839,Eastern & Southern Africa,RCV1,1989,0
840,Eastern & Southern Africa,BCG,1990,73
841,Eastern & Southern Africa,DTP1,1990,81
842,Eastern & Southern Africa,DTP3,1990,62
843,Eastern & Southern Africa,HEPB3,1990,0
844,Eastern & Southern Africa,HIB3,1990,0
845,Eastern & Southern Africa,MCV1,1990,62
846,Eastern & Southern Africa,POL3,1990,63
847,Eastern & Southern Africa,RCV1,1990,0
848,Eastern & Southern Africa,BCG,1991,69
849,Eastern & Southern Africa,DTP1,1991,76
850,Eastern & Southern Africa,DTP3,1991,58
851,Eastern & Southern Africa,HEPB3,1991,0
852,Eastern & Southern Africa,HIB3,1991,0
853,Eastern & Southern Africa,MCV1,1991,58
854,Eastern & Southern Africa,POL3,1991,59
855,Eastern & Southern Africa,RCV1,1991,0
856,Eastern & Southern Africa,BCG,1992,68
857,Eastern & Southern Africa,DTP1,1992,74
858,Eastern & Southern Africa,DTP3,1992,56
859,Eastern & Southern Africa,HEPB3,1992,0
860,Eastern & Southern Africa,HIB3,1992,0
861,Eastern & Southern Africa,MCV1,1992,57
862,Eastern & Southern Africa,POL3,1992,57
863,Eastern & Southern Africa,RCV1,1992,0
864,Eastern & Southern Africa,BCG,1993,72
865,Eastern & Southern Africa,DTP1,1993,78
866,Eastern & Southern Africa,DTP3,1993,60
867,Eastern & Southern Africa,HEPB3,1993,0
868,Eastern & Southern Africa,HIB3,1993,0
869,Eastern & Southern Africa,MCV1,1993,59
870,Eastern & Southern Africa,POL3,1993,59
871,Eastern & Southern Africa,RCV1,1993,0
872,Eastern & Southern Africa,BCG,1994,76
873,Eastern & Southern Africa,DTP1,1994,81
874,Eastern & Southern Africa,DTP3,1994,64
875,Eastern & Southern Africa,HEPB3,1994,0
876,Eastern & Southern Africa,HIB3,1994,0
877,Eastern & Southern Africa,MCV1,1994,64
878,Eastern & Southern Africa,POL3,1994,63
879,Eastern & Southern Africa,RCV1,1994,0
880,Eastern & Southern Africa,BCG,1995,79
881,Eastern & Southern Africa,DTP1,1995,82
882,Eastern & Southern Africa,DTP3,1995,65
883,Eastern & Southern Africa,HEPB3,1995,0
884,Eastern & Southern Africa,HIB3,1995,0
885,Eastern & Southern Africa,MCV1,1995,62
886,Eastern & Southern Africa,POL3,1995,66
887,Eastern & Southern Africa,RCV1,1995,0
888,Eastern & Southern Africa,BCG,1996,77
889,Eastern & Southern Africa,DTP1,1996,82
890,Eastern & Southern Africa,DTP3,1996,65
891,Eastern & Southern Africa,HEPB3,1996,1
892,Eastern & Southern Africa,HIB3,1996,0
893,Eastern & Southern Africa,MCV1,1996,65
894,Eastern & Southern Africa,POL3,1996,68
895,Eastern & Southern Africa,RCV1,1996,0
896,Eastern & Southern Africa,BCG,1997,77
897,Eastern & Southern Africa,DTP1,1997,83
898,Eastern & Southern Africa,DTP3,1997,64
899,Eastern & Southern Africa,HEPB3,1997,7
900,Eastern & Southern Africa,HIB3,1997,0
901,Eastern & Southern Africa,MCV1,1997,65
902,Eastern & Southern Africa,POL3,1997,69
903,Eastern & Southern Africa,RCV1,1997,0
904,Eastern & Southern Africa,YFV,1997,1
905,Eastern & Southern Africa,BCG,1998,75
906,Eastern & Southern Africa,DTP1,1998,78
907,Eastern & Southern Africa,DTP3,1998,61
908,Eastern & Southern Africa,HEPB3,1998,7
909,Eastern & Southern Africa,HIB3,1998,0
910,Eastern & Southern Africa,MCV1,1998,62
911,Eastern & Southern Africa,POL3,1998,66
912,Eastern & Southern Africa,RCV1,1998,0
913,Eastern & Southern Africa,YFV,1998,2
914,Eastern & Southern Africa,BCG,1999,75
915,Eastern & Southern Africa,DTP1,1999,73
916,Eastern & Southern Africa,DTP3,1999,58
917,Eastern & Southern Africa,HEPB3,1999,7
918,Eastern & Southern Africa,HIB3,1999,0
919,Eastern & Southern Africa,MCV1,1999,59
920,Eastern & Southern Africa,POL3,1999,65
921,Eastern & Southern Africa,RCV1,1999,0
922,Eastern & Southern Africa,YFV,1999,2
923,Eastern & Southern Africa,BCG,2000,74
924,Eastern & Southern Africa,DTP1,2000,74
925,Eastern & Southern Africa,DTP3,2000,60
926,Eastern & Southern Africa,HEPB3,2000,8
927,Eastern & Southern Africa,HEPBB,2000,0
928,Eastern & Southern Africa,HIB3,2000,6
929,Eastern & Southern Africa,MCV1,2000,60
930,Eastern & Southern Africa,MCV2,2000,5
931,Eastern & Southern Africa,POL3,2000,63
932,Eastern & Southern Africa,RCV1,2000,0
933,Eastern & Southern Africa,YFV,2000,2
934,Eastern & Southern Africa,BCG,2001,77
935,Eastern & Southern Africa,DTP1,2001,76
936,Eastern & Southern Africa,DTP3,2001,62
937,Eastern & Southern Africa,HEPB3,2001,9
938,Eastern & Southern Africa,HEPBB,2001,0
939,Eastern & Southern Africa,HIB3,2001,5
940,Eastern & Southern Africa,MCV1,2001,62
941,Eastern & Southern Africa,MCV2,2001,4
942,Eastern & Southern Africa,POL3,2001,64
943,Eastern & Southern Africa,RCV1,2001,0
944,Eastern & Southern Africa,YFV,2001,2
945,Eastern & Southern Africa,BCG,2002,77
946,Eastern & Southern Africa,DTP1,2002,77
947,Eastern & Southern Africa,DTP3,2002,63
948,Eastern & Southern Africa,HEPB3,2002,39
949,Eastern & Southern Africa,HEPBB,2002,0
950,Eastern & Southern Africa,HIB3,2002,19
951,Eastern & Southern Africa,MCV1,2002,63
952,Eastern & Southern Africa,MCV2,2002,4
953,Eastern & Southern Africa,POL3,2002,66
954,Eastern & Southern Africa,RCV1,2002,0
955,Eastern & Southern Africa,YFV,2002,2
956,Eastern & Southern Africa,BCG,2003,77
957,Eastern & Southern Africa,DTP1,2003,80
958,Eastern & Southern Africa,DTP3,2003,66
959,Eastern & Southern Africa,HEPB3,2003,41
960,Eastern & Southern Africa,HEPBB,2003,0
961,Eastern & Southern Africa,HIB3,2003,21
962,Eastern & Southern Africa,MCV1,2003,64
963,Eastern & Southern Africa,MCV2,2003,4
964,Eastern & Southern Africa,POL3,2003,67
965,Eastern & Southern Africa,RCV1,2003,0
966,Eastern & Southern Africa,YFV,2003,3
967,Eastern & Southern Africa,BCG,2004,77
968,Eastern & Southern Africa,DTP1,2004,80
969,Eastern & Southern Africa,DTP3,2004,68
970,Eastern & Southern Africa,HEPB3,2004,45
971,Eastern & Southern Africa,HEPBB,2004,0
972,Eastern & Southern Africa,HIB3,2004,27
973,Eastern & Southern Africa,MCV1,2004,65
974,Eastern & Southern Africa,MCV2,2004,4
975,Eastern & Southern Africa,POL3,2004,68
976,Eastern & Southern Africa,RCV1,2004,0
977,Eastern & Southern Africa,YFV,2004,3
978,Eastern & Southern Africa,BCG,2005,79
979,Eastern & Southern Africa,DTP1,2005,81
980,Eastern & Southern Africa,DTP3,2005,70
981,Eastern & Southern Africa,HEPB3,2005,51
982,Eastern & Southern Africa,HEPBB,2005,0
983,Eastern & Southern Africa,HIB3,2005,28
984,Eastern & Southern Africa,MCV1,2005,64
985,Eastern & Southern Africa,MCV2,2005,4
986,Eastern & Southern Africa,POL3,2005,68
987,Eastern & Southern Africa,RCV1,2005,0
988,Eastern & Southern Africa,YFV,2005,2
989,Eastern & Southern Africa,BCG,2006,80
990,Eastern & Southern Africa,DTP1,2006,83
991,Eastern & Southern Africa,DTP3,2006,71
992,Eastern & Southern Africa,HEPB3,2006,56
993,Eastern & Southern Africa,HEPBB,2006,0
994,Eastern & Southern Africa,HIB3,2006,29
995,Eastern & Southern Africa,MCV1,2006,67
996,Eastern & Southern Africa,MCV2,2006,5
997,Eastern & Southern Africa,POL3,2006,70
998,Eastern & Southern Africa,RCV1,2006,0
999,Eastern & Southern Africa,ROTAC,2006,0
1000,Eastern & Southern Africa,YFV,2006,2
1001,Eastern & Southern Africa,BCG,2007,82
1002,Eastern & Southern Africa,DTP1,2007,85
1003,Eastern & Southern Africa,DTP3,2007,73
1004,Eastern & Southern Africa,HEPB3,2007,69
1005,Eastern & Southern Africa,HEPBB,2007,0
1006,Eastern & Southern Africa,HIB3,2007,41
1007,Eastern & Southern Africa,MCV1,2007,72
1008,Eastern & Southern Africa,MCV2,2007,4
1009,Eastern & Southern Africa,POL3,2007,74
1010,Eastern & Southern Africa,RCV1,2007,0
1011,Eastern & Southern Africa,ROTAC,2007,0
1012,Eastern & Southern Africa,YFV,2007,4
1013,Eastern & Southern Africa,BCG,2008,84
1014,Eastern & Southern Africa,DTP1,2008,84
1015,Eastern & Southern Africa,DTP3,2008,74
1016,Eastern & Southern Africa,HEPB3,2008,71
1017,Eastern & Southern Africa,HEPBB,2008,0
1018,Eastern & Southern Africa,HIB3,2008,56
1019,Eastern & Southern Africa,MCV1,2008,72
1020,Eastern & Southern Africa,MCV2,2008,5
1021,Eastern & Southern Africa,PCV3,2008,0
1022,Eastern & Southern Africa,POL3,2008,75
1023,Eastern & Southern Africa,RCV1,2008,0
1024,Eastern & Southern Africa,ROTAC,2008,0
1025,Eastern & Southern Africa,YFV,2008,3
1026,Eastern & Southern Africa,BCG,2009,84
1027,Eastern & Southern Africa,DTP1,2009,85
1028,Eastern & Southern Africa,DTP3,2009,75
1029,Eastern & Southern Africa,HEPB3,2009,72
1030,Eastern & Southern Africa,HEPBB,2009,0
1031,Eastern & Southern Africa,HIB3,2009,72
1032,Eastern & Southern Africa,MCV1,2009,75
1033,Eastern & Southern Africa,MCV2,2009,5
1034,Eastern & Southern Africa,PCV3,2009,1
1035,Eastern & Southern Africa,POL3,2009,75
1036,Eastern & Southern Africa,RCV1,2009,0
1037,Eastern & Southern Africa,ROTAC,2009,1
1038,Eastern & Southern Africa,YFV,2009,2
1039,Eastern & Southern Africa,BCG,2010,86
1040,Eastern & Southern Africa,DTP1,2010,87
1041,Eastern & Southern Africa,DTP3,2010,77
1042,Eastern & Southern Africa,HEPB3,2010,74
1043,Eastern & Southern Africa,HEPBB,2010,0
1044,Eastern & Southern Africa,HIB3,2010,74
1045,Eastern & Southern Africa,MCV1,2010,78
1046,Eastern & Southern Africa,MCV2,2010,5
1047,Eastern & Southern Africa,PCV3,2010,6
1048,Eastern & Southern Africa,POL3,2010,79
1049,Eastern & Southern Africa,RCV1,2010,0
1050,Eastern & Southern Africa,ROTAC,2010,4
1051,Eastern & Southern Africa,YFV,2010,2
1052,Eastern & Southern Africa,BCG,2011,88
1053,Eastern & Southern Africa,DTP1,2011,87
1054,Eastern & Southern Africa,DTP3,2011,79
1055,Eastern & Southern Africa,HEPB3,2011,76
1056,Eastern & Southern Africa,HEPBB,2011,0
1057,Eastern & Southern Africa,HIB3,2011,76
1058,Eastern & Southern Africa,MCV1,2011,78
1059,Eastern & Southern Africa,MCV2,2011,5
1060,Eastern & Southern Africa,PCV3,2011,17
1061,Eastern & Southern Africa,POL3,2011,79
1062,Eastern & Southern Africa,RCV1,2011,0
1063,Eastern & Southern Africa,ROTAC,2011,7
1064,Eastern & Southern Africa,YFV,2011,3
1065,Eastern & Southern Africa,BCG,2012,86
1066,Eastern & Southern Africa,DTP1,2012,86
1067,Eastern & Southern Africa,DTP3,2012,78
1068,Eastern & Southern Africa,HEPB3,2012,75
1069,Eastern & Southern Africa,HEPBB,2012,0
1070,Eastern & Southern Africa,HIB3,2012,75
1071,Eastern & Southern Africa,MCV1,2012,79
1072,Eastern & Southern Africa,MCV2,2012,6
1073,Eastern & Southern Africa,PCV3,2012,27
1074,Eastern & Southern Africa,POL3,2012,79
1075,Eastern & Southern Africa,RCV1,2012,0
1076,Eastern & Southern Africa,ROTAC,2012,12
1077,Eastern & Southern Africa,YFV,2012,3
1078,Eastern & Southern Africa,BCG,2013,84
1079,Eastern & Southern Africa,DTP1,2013,84
1080,Eastern & Southern Africa,DTP3,2013,77
1081,Eastern & Southern Africa,HEPB3,2013,76
1082,Eastern & Southern Africa,HEPBB,2013,0
1083,Eastern & Southern Africa,HIB3,2013,77
1084,Eastern & Southern Africa,MCV1,2013,77
1085,Eastern & Southern Africa,MCV2,2013,10
1086,Eastern & Southern Africa,PCV3,2013,49
1087,Eastern & Southern Africa,POL3,2013,79
1088,Eastern & Southern Africa,RCV1,2013,0
1089,Eastern & Southern Africa,ROTAC,2013,26
1090,Eastern & Southern Africa,YFV,2013,2
1091,Eastern & Southern Africa,BCG,2014,85
1092,Eastern & Southern Africa,DTP1,2014,87
1093,Eastern & Southern Africa,DTP3,2014,80
1094,Eastern & Southern Africa,HEPB3,2014,79
1095,Eastern & Southern Africa,HEPBB,2014,0
1096,Eastern & Southern Africa,HIB3,2014,79
1097,Eastern & Southern Africa,MCV1,2014,77
1098,Eastern & Southern Africa,MCV2,2014,15
1099,Eastern & Southern Africa,PCV3,2014,69
1100,Eastern & Southern Africa,POL3,2014,80
1101,Eastern & Southern Africa,RCV1,2014,11
1102,Eastern & Southern Africa,ROTAC,2014,50
1103,Eastern & Southern Africa,YFV,2014,5
1104,Eastern & Southern Africa,BCG,2015,82
1105,Eastern & Southern Africa,DTP1,2015,87
1106,Eastern & Southern Africa,DTP3,2015,80
1107,Eastern & Southern Africa,HEPB3,2015,79
1108,Eastern & Southern Africa,HEPBB,2015,0
1109,Eastern & Southern Africa,HIB3,2015,79
1110,Eastern & Southern Africa,IPV1,2015,13
1111,Eastern & Southern Africa,MCV1,2015,77
1112,Eastern & Southern Africa,MCV2,2015,26
1113,Eastern & Southern Africa,PCV3,2015,71
1114,Eastern & Southern Africa,POL3,2015,81
1115,Eastern & Southern Africa,RCV1,2015,13
1116,Eastern & Southern Africa,ROTAC,2015,60
1117,Eastern & Southern Africa,YFV,2015,5
1118,Eastern & Southern Africa,BCG,2016,83
1119,Eastern & Southern Africa,DTP1,2016,87
1120,Eastern & Southern Africa,DTP3,2016,80
1121,Eastern & Southern Africa,HEPB3,2016,80
1122,Eastern & Southern Africa,HEPBB,2016,0
1123,Eastern & Southern Africa,HIB3,2016,80
1124,Eastern & Southern Africa,IPV1,2016,30
1125,Eastern & Southern Africa,MCV1,2016,75
1126,Eastern & Southern Africa,MCV2,2016,34
1127,Eastern & Southern Africa,PCV3,2016,73
1128,Eastern & Southern Africa,POL3,2016,80
1129,Eastern & Southern Africa,RCV1,2016,14
1130,Eastern & Southern Africa,ROTAC,2016,64
1131,Eastern & Southern Africa,YFV,2016,3
1132,Eastern & Southern Africa,BCG,2017,82
1133,Eastern & Southern Africa,DTP1,2017,86
1134,Eastern & Southern Africa,DTP3,2017,80
1135,Eastern & Southern Africa,HEPB3,2017,79
1136,Eastern & Southern Africa,HEPBB,2017,0
1137,Eastern & Southern Africa,HIB3,2017,79
1138,Eastern & Southern Africa,IPV1,2017,36
1139,Eastern & Southern Africa,MCV1,2017,75
1140,Eastern & Southern Africa,MCV2,2017,35
1141,Eastern & Southern Africa,PCV3,2017,74
1142,Eastern & Southern Africa,POL3,2017,79
1143,Eastern & Southern Africa,RCV1,2017,31
1144,Eastern & Southern Africa,ROTAC,2017,65
1145,Eastern & Southern Africa,YFV,2017,4
1146,Eastern & Southern Africa,BCG,2018,81
1147,Eastern & Southern Africa,DTP1,2018,87
1148,Eastern & Southern Africa,DTP3,2018,80
1149,Eastern & Southern Africa,HEPB3,2018,80
1150,Eastern & Southern Africa,HEPBB,2018,0
1151,Eastern & Southern Africa,HIB3,2018,80
1152,Eastern & Southern Africa,IPV1,2018,60
1153,Eastern & Southern Africa,MCV1,2018,75
1154,Eastern & Southern Africa,MCV2,2018,38
1155,Eastern & Southern Africa,PCV3,2018,75
1156,Eastern & Southern Africa,POL3,2018,80
1157,Eastern & Southern Africa,RCV1,2018,40
1158,Eastern & Southern Africa,ROTAC,2018,70
1159,Eastern & Southern Africa,YFV,2018,6
1160,Eastern & Southern Africa,BCG,2019,82
1161,Eastern & Southern Africa,DTP1,2019,87
1162,Eastern & Southern Africa,DTP3,2019,81
1163,Eastern & Southern Africa,HEPB3,2019,80
1164,Eastern & Southern Africa,HEPBB,2019,4
1165,Eastern & Southern Africa,HIB3,2019,80
1166,Eastern & Southern Africa,IPV1,2019,77
1167,Eastern & Southern Africa,MCV1,2019,76
1168,Eastern & Southern Africa,MCV2,2019,49
1169,Eastern & Southern Africa,PCV3,2019,75
1170,Eastern & Southern Africa,POL3,2019,81
1171,Eastern & Southern Africa,RCV1,2019,40
1172,Eastern & Southern Africa,ROTAC,2019,77
1173,Eastern & Southern Africa,YFV,2019,6
1174,Eastern Europe & Central Asia,BCG,1980,9
1175,Eastern Europe & Central Asia,DTP1,1980,57
1176,Eastern Europe & Central Asia,DTP3,1980,39
1177,Eastern Europe & Central Asia,MCV1,1980,29
1178,Eastern Europe & Central Asia,POL3,1980,54
1179,Eastern Europe & Central Asia,RCV1,1980,0
1180,Eastern Europe & Central Asia,BCG,1981,40
1181,Eastern Europe & Central Asia,DTP1,1981,69
1182,Eastern Europe & Central Asia,DTP3,1981,55
1183,Eastern Europe & Central Asia,MCV1,1981,46
1184,Eastern Europe & Central Asia,POL3,1981,59
1185,Eastern Europe & Central Asia,RCV1,1981,0
1186,Eastern Europe & Central Asia,BCG,1982,43
1187,Eastern Europe & Central Asia,DTP1,1982,67
1188,Eastern Europe & Central Asia,DTP3,1982,51
1189,Eastern Europe & Central Asia,MCV1,1982,55
1190,Eastern Europe & Central Asia,POL3,1982,53
1191,Eastern Europe & Central Asia,RCV1,1982,0
1192,Eastern Europe & Central Asia,BCG,1983,56
1193,Eastern Europe & Central Asia,DTP1,1983,66
1194,Eastern Europe & Central Asia,DTP3,1983,50
1195,Eastern Europe & Central Asia,MCV1,1983,70
1196,Eastern Europe & Central Asia,POL3,1983,52
1197,Eastern Europe & Central Asia,RCV1,1983,0
1198,Eastern Europe & Central Asia,BCG,1984,61
1199,Eastern Europe & Central Asia,DTP1,1984,66
1200,Eastern Europe & Central Asia,DTP3,1984,50
1201,Eastern Europe & Central Asia,MCV1,1984,70
1202,Eastern Europe & Central Asia,POL3,1984,50
1203,Eastern Europe & Central Asia,RCV1,1984,0
1204,Eastern Europe & Central Asia,BCG,1985,64
1205,Eastern Europe & Central Asia,DTP1,1985,84
1206,Eastern Europe & Central Asia,DTP3,1985,67
1207,Eastern Europe & Central Asia,HEPB3,1985,0
1208,Eastern Europe & Central Asia,MCV1,1985,70
1209,Eastern Europe & Central Asia,POL3,1985,66
1210,Eastern Europe & Central Asia,RCV1,1985,0
1211,Eastern Europe & Central Asia,BCG,1986,85
1212,Eastern Europe & Central Asia,DTP1,1986,78
1213,Eastern Europe & Central Asia,DTP3,1986,59
1214,Eastern Europe & Central Asia,HEPB3,1986,0
1215,Eastern Europe & Central Asia,MCV1,1986,71
1216,Eastern Europe & Central Asia,POL3,1986,59
1217,Eastern Europe & Central Asia,RCV1,1986,0
1218,Eastern Europe & Central Asia,BCG,1987,89
1219,Eastern Europe & Central Asia,DTP1,1987,96
1220,Eastern Europe & Central Asia,DTP3,1987,88
1221,Eastern Europe & Central Asia,HEPB3,1987,0
1222,Eastern Europe & Central Asia,MCV1,1987,75
1223,Eastern Europe & Central Asia,POL3,1987,88
1224,Eastern Europe & Central Asia,RCV1,1987,0
1225,Eastern Europe & Central Asia,BCG,1988,96
1226,Eastern Europe & Central Asia,DTP1,1988,96
1227,Eastern Europe & Central Asia,DTP3,1988,89
1228,Eastern Europe & Central Asia,HEPB3,1988,0
1229,Eastern Europe & Central Asia,MCV1,1988,83
1230,Eastern Europe & Central Asia,POL3,1988,88
1231,Eastern Europe & Central Asia,RCV1,1988,0
1232,Eastern Europe & Central Asia,BCG,1989,94
1233,Eastern Europe & Central Asia,DTP1,1989,94
1234,Eastern Europe & Central Asia,DTP3,1989,84
1235,Eastern Europe & Central Asia,HEPB3,1989,0
1236,Eastern Europe & Central Asia,MCV1,1989,77
1237,Eastern Europe & Central Asia,POL3,1989,84
1238,Eastern Europe & Central Asia,RCV1,1989,0
1239,Eastern Europe & Central Asia,BCG,1990,93
1240,Eastern Europe & Central Asia,DTP1,1990,95
1241,Eastern Europe & Central Asia,DTP3,1990,87
1242,Eastern Europe & Central Asia,HEPB3,1990,0
1243,Eastern Europe & Central Asia,HIB3,1990,0
1244,Eastern Europe & Central Asia,MCV1,1990,82
1245,Eastern Europe & Central Asia,POL3,1990,86
1246,Eastern Europe & Central Asia,RCV1,1990,0
1247,Eastern Europe & Central Asia,BCG,1991,92
1248,Eastern Europe & Central Asia,DTP1,1991,91
1249,Eastern Europe & Central Asia,DTP3,1991,78
1250,Eastern Europe & Central Asia,HEPB3,1991,0
1251,Eastern Europe & Central Asia,HIB3,1991,0
1252,Eastern Europe & Central Asia,MCV1,1991,78
1253,Eastern Europe & Central Asia,POL3,1991,76
1254,Eastern Europe & Central Asia,RCV1,1991,0
1255,Eastern Europe & Central Asia,BCG,1992,89
1256,Eastern Europe & Central Asia,DTP1,1992,91
1257,Eastern Europe & Central Asia,DTP3,1992,80
1258,Eastern Europe & Central Asia,HEPB3,1992,1
1259,Eastern Europe & Central Asia,HIB3,1992,0
1260,Eastern Europe & Central Asia,MCV1,1992,81
1261,Eastern Europe & Central Asia,POL3,1992,79
1262,Eastern Europe & Central Asia,RCV1,1992,1
1263,Eastern Europe & Central Asia,BCG,1993,89
1264,Eastern Europe & Central Asia,DTP1,1993,90
1265,Eastern Europe & Central Asia,DTP3,1993,75
1266,Eastern Europe & Central Asia,HEPB3,1993,1
1267,Eastern Europe & Central Asia,HIB3,1993,0
1268,Eastern Europe & Central Asia,MCV1,1993,83
1269,Eastern Europe & Central Asia,POL3,1993,77
1270,Eastern Europe & Central Asia,RCV1,1993,3
1271,Eastern Europe & Central Asia,BCG,1994,91
1272,Eastern Europe & Central Asia,DTP1,1994,94
1273,Eastern Europe & Central Asia,DTP3,1994,85
1274,Eastern Europe & Central Asia,HEPB3,1994,2
1275,Eastern Europe & Central Asia,HIB3,1994,0
1276,Eastern Europe & Central Asia,MCV1,1994,81
1277,Eastern Europe & Central Asia,POL3,1994,82
1278,Eastern Europe & Central Asia,RCV1,1994,5
1279,Eastern Europe & Central Asia,BCG,1995,92
1280,Eastern Europe & Central Asia,DTP1,1995,92
1281,Eastern Europe & Central Asia,DTP3,1995,82
1282,Eastern Europe & Central Asia,HEPB3,1995,3
1283,Eastern Europe & Central Asia,HIB3,1995,0
1284,Eastern Europe & Central Asia,MCV1,1995,82
1285,Eastern Europe & Central Asia,POL3,1995,82
1286,Eastern Europe & Central Asia,RCV1,1995,5
1287,Eastern Europe & Central Asia,BCG,1996,93
1288,Eastern Europe & Central Asia,DTP1,1996,94
1289,Eastern Europe & Central Asia,DTP3,1996,85
1290,Eastern Europe & Central Asia,HEPB3,1996,7
1291,Eastern Europe & Central Asia,HIB3,1996,0
1292,Eastern Europe & Central Asia,MCV1,1996,85
1293,Eastern Europe & Central Asia,POL3,1996,87
1294,Eastern Europe & Central Asia,RCV1,1996,7
1295,Eastern Europe & Central Asia,BCG,1997,93
1296,Eastern Europe & Central Asia,DTP1,1997,95
1297,Eastern Europe & Central Asia,DTP3,1997,89
1298,Eastern Europe & Central Asia,HEPB3,1997,7
1299,Eastern Europe & Central Asia,HIB3,1997,0
1300,Eastern Europe & Central Asia,MCV1,1997,89
1301,Eastern Europe & Central Asia,POL3,1997,90
1302,Eastern Europe & Central Asia,RCV1,1997,7
1303,Eastern Europe & Central Asia,BCG,1998,94
1304,Eastern Europe & Central Asia,DTP1,1998,95
1305,Eastern Europe & Central Asia,DTP3,1998,90
1306,Eastern Europe & Central Asia,HEPB3,1998,10
1307,Eastern Europe & Central Asia,HIB3,1998,0
1308,Eastern Europe & Central Asia,MCV1,1998,90
1309,Eastern Europe & Central Asia,POL3,1998,91
1310,Eastern Europe & Central Asia,RCV1,1998,7
1311,Eastern Europe & Central Asia,BCG,1999,95
1312,Eastern Europe & Central Asia,DTP1,1999,95
1313,Eastern Europe & Central Asia,DTP3,1999,91
1314,Eastern Europe & Central Asia,HEPB3,1999,11
1315,Eastern Europe & Central Asia,HIB3,1999,0
1316,Eastern Europe & Central Asia,MCV1,1999,91
1317,Eastern Europe & Central Asia,POL3,1999,91
1318,Eastern Europe & Central Asia,RCV1,1999,7
1319,Eastern Europe & Central Asia,BCG,2000,96
1320,Eastern Europe & Central Asia,DTP1,2000,95
1321,Eastern Europe & Central Asia,DTP3,2000,93
1322,Eastern Europe & Central Asia,HEPB3,2000,33
1323,Eastern Europe & Central Asia,HEPBB,2000,13
